"date","AAPL","MSFT","AMZN"
2023-03-07,151.600006103516,254.149993896484,93.5500030517578
2023-03-08,152.869995117188,253.699996948242,93.9199981689453
2023-03-09,150.589996337891,252.320007324219,92.25
2023-03-10,148.5,248.589996337891,90.7300033569336
2023-03-13,150.470001220703,253.919998168945,92.4300003051758
2023-03-14,152.589996337891,260.790008544922,94.879997253418
2023-03-15,152.990005493164,265.440002441406,96.1999969482422
2023-03-16,155.850006103516,276.200012207031,100.040000915527
2023-03-17,155,279.429992675781,98.9499969482422
2023-03-20,157.399993896484,272.230010986328,97.7099990844727
2023-03-21,159.279998779297,273.779998779297,100.610000610352
2023-03-22,157.830001831055,272.290008544922,98.6999969482422
2023-03-23,158.929992675781,277.660003662109,98.7099990844727
2023-03-24,160.25,280.570007324219,98.129997253418
2023-03-27,158.279998779297,276.380004882812,98.0400009155273
2023-03-28,157.649993896484,275.230010986328,97.2399978637695
2023-03-29,160.770004272461,280.510009765625,100.25
2023-03-30,162.360000610352,284.049987792969,102
2023-03-31,164.899993896484,288.299987792969,103.290000915527
2023-04-03,166.169998168945,287.230010986328,102.410003662109
2023-04-04,165.630004882812,287.179992675781,103.949996948242
2023-04-05,163.759994506836,284.339996337891,101.099998474121
2023-04-06,164.660003662109,291.600006103516,102.059997558594
2023-04-10,162.029998779297,289.390014648438,102.169998168945
2023-04-11,160.800003051758,282.829986572266,99.9199981689453
2023-04-12,160.100006103516,283.489990234375,97.8300018310547
2023-04-13,165.559997558594,289.839996337891,102.400001525879
2023-04-14,165.210006713867,286.140014648438,102.51000213623
2023-04-17,165.229995727539,288.799987792969,102.73999786377
2023-04-18,166.470001220703,288.369995117188,102.300003051758
2023-04-19,167.630004882812,288.450012207031,104.300003051758
2023-04-20,166.649993896484,286.109985351562,103.809997558594
2023-04-21,165.020004272461,285.760009765625,106.959999084473
2023-04-24,165.330001831055,281.769989013672,106.209999084473
2023-04-25,163.770004272461,275.420013427734,102.569999694824
2023-04-26,163.759994506836,295.369995117188,104.980003356934
2023-04-27,168.410003662109,304.829986572266,109.819999694824
2023-04-28,169.679992675781,307.260009765625,105.449996948242
2023-05-01,169.589996337891,305.559997558594,102.050003051758
2023-05-02,168.539993286133,305.410003662109,103.629997253418
2023-05-03,167.449996948242,304.399993896484,103.650001525879
2023-05-04,165.789993286133,305.410003662109,104
2023-05-05,173.570007324219,310.649993896484,105.660003662109
2023-05-08,173.5,308.649993896484,105.830001831055
2023-05-09,171.770004272461,307,106.620002746582
2023-05-10,173.559997558594,312.309997558594,110.190002441406
2023-05-11,173.75,310.109985351562,112.180000305176
2023-05-12,172.570007324219,308.970001220703,110.26000213623
2023-05-15,172.070007324219,309.459991455078,111.199996948242
2023-05-16,172.070007324219,311.739990234375,113.400001525879
2023-05-17,172.690002441406,314,115.5
2023-05-18,175.050003051758,318.519989013672,118.150001525879
2023-05-19,175.160003662109,318.339996337891,116.25
2023-05-22,174.199996948242,321.179992675781,115.01000213623
2023-05-23,171.559997558594,315.260009765625,114.98999786377
2023-05-24,171.839996337891,313.850006103516,116.75
2023-05-25,172.990005493164,325.920013427734,115
2023-05-26,175.429992675781,332.890014648438,120.110000610352
2023-05-30,177.300003051758,331.209991455078,121.660003662109
2023-05-31,177.25,328.390014648438,120.580001831055
2023-06-01,180.089996337891,332.579986572266,122.769996643066
2023-06-02,180.949996948242,335.399993896484,124.25
2023-06-05,179.580001831055,335.940002441406,125.300003051758
2023-06-06,179.210006713867,333.679992675781,126.610000610352
2023-06-07,177.820007324219,323.380004882812,121.230003356934
2023-06-08,180.570007324219,325.260009765625,124.25
2023-06-09,180.960006713867,326.790008544922,123.430000305176
2023-06-12,183.789993286133,331.850006103516,126.569999694824
2023-06-13,183.309997558594,334.290008544922,126.660003662109
2023-06-14,183.949996948242,337.339996337891,126.419998168945
2023-06-15,186.009994506836,348.100006103516,127.110000610352
2023-06-16,184.919998168945,342.329986572266,125.48999786377
2023-06-20,185.009994506836,338.049987792969,125.779998779297
2023-06-21,183.960006713867,333.559997558594,124.830001831055
2023-06-22,187,339.709991455078,130.149993896484
2023-06-23,186.679992675781,335.019989013672,129.330001831055
2023-06-26,185.270004272461,328.600006103516,127.330001831055
2023-06-27,188.059997558594,334.570007324219,129.179992675781
2023-06-28,189.25,335.850006103516,129.039993286133
2023-06-29,189.589996337891,335.049987792969,127.900001525879
2023-06-30,193.970001220703,340.540008544922,130.360000610352
2023-07-03,192.460006713867,337.989990234375,130.220001220703
2023-07-05,191.330001831055,338.149993896484,130.380004882812
2023-07-06,191.809997558594,341.269989013672,128.360000610352
2023-07-07,190.679992675781,337.220001220703,129.779998779297
2023-07-10,188.610000610352,331.829986572266,127.129997253418
2023-07-11,188.080001831055,332.470001220703,128.779998779297
2023-07-12,189.770004272461,337.200012207031,130.800003051758
2023-07-13,190.539993286133,342.660003662109,134.300003051758
2023-07-14,190.690002441406,345.239990234375,134.679992675781
2023-07-17,193.990005493164,345.730010986328,133.559997558594
2023-07-18,193.729995727539,359.489990234375,132.830001831055
2023-07-19,195.100006103516,355.079986572266,135.360000610352
2023-07-20,193.130004882812,346.869995117188,129.960006713867
2023-07-21,191.940002441406,343.769989013672,130
2023-07-24,192.75,345.109985351562,128.800003051758
2023-07-25,193.619995117188,350.980010986328,129.130004882812
2023-07-26,194.5,337.769989013672,128.149993896484
2023-07-27,193.220001220703,330.720001220703,128.25
2023-07-28,195.830001831055,338.369995117188,132.210006713867
2023-07-31,196.449996948242,335.920013427734,133.679992675781
2023-08-01,195.610000610352,336.339996337891,131.690002441406
2023-08-02,192.580001831055,327.5,128.210006713867
2023-08-03,191.169998168945,326.660003662109,128.910003662109
2023-08-04,181.990005493164,327.779998779297,139.570007324219
2023-08-07,178.850006103516,330.109985351562,142.220001220703
2023-08-08,179.800003051758,326.049987792969,139.940002441406
2023-08-09,178.190002441406,322.230010986328,137.850006103516
2023-08-10,177.970001220703,322.929992675781,138.559997558594
2023-08-11,177.789993286133,321.010009765625,138.410003662109
2023-08-14,179.460006713867,324.040008544922,140.570007324219
2023-08-15,177.449996948242,321.859985351562,137.669998168945
2023-08-16,176.570007324219,320.399993896484,135.070007324219
2023-08-17,174,316.880004882812,133.979995727539
2023-08-18,174.490005493164,316.480010986328,133.220001220703
2023-08-21,175.839996337891,321.880004882812,134.679992675781
2023-08-22,177.229995727539,322.459991455078,134.25
2023-08-23,181.119995117188,327,135.520004272461
2023-08-24,176.380004882812,319.970001220703,131.839996337891
2023-08-25,178.610000610352,322.980010986328,133.259994506836
2023-08-28,180.190002441406,323.700012207031,133.139999389648
2023-08-29,184.119995117188,328.410003662109,134.910003662109
2023-08-30,187.649993896484,328.790008544922,135.070007324219
2023-08-31,187.869995117188,327.760009765625,138.009994506836
2023-09-01,189.460006713867,328.660003662109,138.119995117188
2023-09-05,189.699996948242,333.549987792969,137.270004272461
2023-09-06,182.910003662109,332.880004882812,135.360000610352
2023-09-07,177.559997558594,329.910003662109,137.850006103516
2023-09-08,178.179992675781,334.269989013672,138.229995727539
2023-09-11,179.360000610352,337.940002441406,143.100006103516
2023-09-12,176.300003051758,331.769989013672,141.229995727539
2023-09-13,174.210006713867,336.059997558594,144.850006103516
2023-09-14,175.740005493164,338.700012207031,144.720001220703
2023-09-15,175.009994506836,330.220001220703,140.389999389648
2023-09-18,177.970001220703,329.059997558594,139.979995727539
2023-09-19,179.070007324219,328.649993896484,137.630004882812
2023-09-20,175.490005493164,320.769989013672,135.289993286133
2023-09-21,173.929992675781,319.529998779297,129.330001831055
2023-09-22,174.789993286133,317.010009765625,129.119995117188
2023-09-25,176.080001831055,317.540008544922,131.270004272461
2023-09-26,171.960006713867,312.140014648438,125.980003356934
2023-09-27,170.429992675781,312.790008544922,125.980003356934
2023-09-28,170.690002441406,313.640014648438,125.980003356934
2023-09-29,171.210006713867,315.75,127.120002746582
2023-10-02,173.75,321.799987792969,129.460006713867
2023-10-03,172.399993896484,313.390014648438,124.720001220703
2023-10-04,173.660003662109,318.959991455078,127
2023-10-05,174.910003662109,319.359985351562,125.959999084473
2023-10-06,177.490005493164,327.260009765625,127.959999084473
2023-10-09,178.990005493164,329.820007324219,128.259994506836
2023-10-10,178.389999389648,328.390014648438,129.479995727539
2023-10-11,179.800003051758,332.420013427734,131.830001831055
2023-10-12,180.710006713867,331.160003662109,132.330001831055
2023-10-13,178.850006103516,327.730010986328,129.789993286133
2023-10-16,178.720001220703,332.640014648438,132.550003051758
2023-10-17,177.149993896484,332.059997558594,131.470001220703
2023-10-18,175.839996337891,330.109985351562,128.130004882812
2023-10-19,175.460006713867,331.320007324219,128.399993896484
2023-10-20,172.880004882812,326.670013427734,125.169998168945
2023-10-23,173,329.320007324219,126.559997558594
2023-10-24,173.440002441406,330.529998779297,128.559997558594
2023-10-25,171.100006103516,340.670013427734,121.389999389648
2023-10-26,166.889999389648,327.890014648438,119.569999694824
2023-10-27,168.220001220703,329.809997558594,127.73999786377
2023-10-30,170.289993286133,337.309997558594,132.710006713867
2023-10-31,170.770004272461,338.109985351562,133.089996337891
2023-11-01,173.970001220703,346.070007324219,137
2023-11-02,177.570007324219,348.320007324219,138.070007324219
2023-11-03,176.649993896484,352.799987792969,138.600006103516
2023-11-06,179.229995727539,356.529998779297,139.740005493164
2023-11-07,181.820007324219,360.529998779297,142.710006713867
2023-11-08,182.889999389648,363.200012207031,142.080001831055
2023-11-09,182.410003662109,360.690002441406,140.600006103516
2023-11-10,186.399993896484,369.670013427734,143.559997558594
2023-11-13,184.800003051758,366.679992675781,142.589996337891
2023-11-14,187.440002441406,370.269989013672,145.800003051758
2023-11-15,188.009994506836,369.670013427734,143.199996948242
2023-11-16,189.710006713867,376.170013427734,142.830001831055
2023-11-17,189.690002441406,369.850006103516,145.179992675781
2023-11-20,191.449996948242,377.440002441406,146.130004882812
2023-11-21,190.639999389648,373.070007324219,143.899993896484
2023-11-22,191.309997558594,377.850006103516,146.710006713867
2023-11-24,189.970001220703,377.429992675781,146.740005493164
2023-11-27,189.789993286133,378.609985351562,147.729995727539
2023-11-28,190.399993896484,382.700012207031,147.029998779297
2023-11-29,189.369995117188,378.850006103516,146.320007324219
2023-11-30,189.949996948242,378.910003662109,146.089996337891
2023-12-01,191.240005493164,374.510009765625,147.029998779297
2023-12-04,189.429992675781,369.140014648438,144.839996337891
2023-12-05,193.419998168945,372.519989013672,146.880004882812
2023-12-06,192.320007324219,368.799987792969,144.520004272461
2023-12-07,194.270004272461,370.950012207031,146.880004882812
2023-12-08,195.710006713867,374.230010986328,147.419998168945
2023-12-11,193.179992675781,371.299987792969,145.889999389648
2023-12-12,194.710006713867,374.380004882812,147.479995727539
2023-12-13,197.960006713867,374.369995117188,148.839996337891
2023-12-14,198.110000610352,365.929992675781,147.419998168945
2023-12-15,197.570007324219,370.730010986328,149.970001220703
2023-12-18,195.889999389648,372.649993896484,154.070007324219
2023-12-19,196.940002441406,373.260009765625,153.789993286133
2023-12-20,194.830001831055,370.619995117188,152.119995117188
2023-12-21,194.679992675781,373.540008544922,153.839996337891
2023-12-22,193.600006103516,374.579986572266,153.419998168945
2023-12-26,193.050003051758,374.660003662109,153.410003662109
2023-12-27,193.149993896484,374.070007324219,153.339996337891
2023-12-28,193.580001831055,375.279998779297,153.380004882812
2023-12-29,192.529998779297,376.040008544922,151.940002441406
2024-01-02,185.639999389648,370.869995117188,149.929992675781
2024-01-03,184.25,370.600006103516,148.470001220703
2024-01-04,181.910003662109,367.940002441406,144.570007324219
2024-01-05,181.179992675781,367.75,145.240005493164
2024-01-08,185.559997558594,374.690002441406,149.100006103516
2024-01-09,185.139999389648,375.790008544922,151.369995117188
2024-01-10,186.190002441406,382.769989013672,153.729995727539
2024-01-11,185.589996337891,384.630004882812,155.179992675781
2024-01-12,185.919998168945,388.470001220703,154.619995117188
2024-01-16,183.630004882812,390.269989013672,153.160003662109
2024-01-17,182.679992675781,389.470001220703,151.710006713867
2024-01-18,188.630004882812,393.869995117188,153.5
